rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,weve own number echo devic view toy tool  play music sound system havent found much use  dont find voic user interfac effici  echo spot solv effici problem display inform your routin interest  furthermor basic navig use touch screen well tailor set  use bedsid clock,0.174,0.053,0.772,266
5,1,love echo spot  wake favorit music  abl complet turn display night bedroom dark  skill yet tri  easi use,0.198,0.0,0.802,104
4,1,like small i'm still abl see ring camera,0.263,0.0,0.737,40
5,1,great check son school im still work  love get weather traffic morn plan rout accord,0.39,0.0,0.61,84
5,1,love super fun easi use three year old even get involv,0.588,0.0,0.412,54
1,0,returnef item speak spanish,0.0,0.0,1.0,27
1,0, ,0.0,0.0,0.0,1
4,1,hardcor fan echo infact love member alexa famili echo echo dot echo plus new toddler echo spot everi variant beauti love feel size echo spot it fabul far look concern great audio qualiti expect time place order compact small size bought connect bose soundtouch,0.27,0.0,0.73,260
5,1,love,1.0,0.0,0.0,4
5,1,love abl alexa sing careless whisper ear wake,0.331,0.197,0.472,45
3,1,work great bedsid clock microphon alexa doesnt work well normal echo  sometim alexa doesnt hear tri interrupt give new instruct  speaker also isnt good normal echo  screen small realli use view type video see whos front door  great bedsid,0.211,0.087,0.702,238
5,1,fun tech toy,0.623,0.0,0.377,12
5,1,love small good sound,0.78,0.0,0.22,21
5,1,combin smart plugin alex app turn stuff phone tell alexa order stuff get answer watch video get weather set alarm video call much devic,0.1,0.089,0.812,135
5,1,great product,0.804,0.0,0.196,13
5,1,matter minut becam indispens addit hous extrimelli use hub inform music autom communic assist basic need would love voic person thing better said aloud type like door unlock code problem unwitti develop far posit experi privaci invas happen way alexa phone matter brand carrier alexa defenc list button turn microphon,0.202,0.046,0.752,317
4,1,love devic great great alarm clock surpris good speaker reason didnt give  star need featur like play youtub video googl play music camera good low light decid drop dark roomoth minor thing love great buy would buy,0.525,0.102,0.373,214
5,1,hand free control,0.867,0.0,0.133,17
5,1,great love display easi use though still learn everyday,0.542,0.0,0.458,55
4,1,abl interpret instruct pretti well right start even distanc lot skill excel ive ad late show flash brief ridicul cant access youtubeit might import note ad event calendar task seem difficulti time span event imagin function peopl would use often,0.118,0.0,0.882,245
5,1,setup easi fantast alarm clock,0.0,0.375,0.625,30
5,1,great product high recommend get stand goe sit much better desk,0.543,0.0,0.457,63
3,1,eh it cool also kinda bore don't realli know desk clock  right can't connect spotifi unless it premium i'm colleg i'm pay amazon music,0.148,0.115,0.738,134
3,1,huge amazon fan first kindl echo wait bit want awhil love kid love love watch video lyric song video call featur noth like advertis made thought long someon would facetim could can't it spot spot can't even skype often aunt major disappoint,0.387,0.051,0.562,240
5,1,love love love think notic doesnt pickup voic command well echo echo dot  echo product throughout hous kitchen bedroom alarm clock im longer search pen paper make list,0.367,0.06,0.574,167
5,1,love amazon product,0.855,0.0,0.145,19
5,1,love,1.0,0.0,0.0,4
5,1,love spot  dot regular echo,0.512,0.0,0.488,27
4,1,nice upgrad echo dot,0.483,0.0,0.517,20
4,1,work decent wish abl answer questionsne better sourc info rest work great,0.519,0.0,0.481,73
5,1,cant live without alexa,0.0,0.0,1.0,23
5,1,realli like screen major plus,0.385,0.0,0.615,29
5,1,didnt think id get alexa devic perfect home offic  screen add littl piec make worth extra cost alexa devic  show lyric song play xm radio show video movi trailer news  great,0.309,0.0,0.691,173
5,1,love  made group echo dot get music home  wait go sale hope get anoth spot bedroom  love alarm weather sound voic,0.368,0.078,0.554,113
1,0,first receiv product great  howev week ago devic serv video advertis around  night scare famili  want make sure protect dont allow video direct home spot devic keep safe,0.338,0.125,0.538,169
5,1,fun use make life easier sens,0.604,0.0,0.396,29
5,1,love,1.0,0.0,0.0,4
1,0, ,0.0,0.0,0.0,1
5,1, ,0.0,0.0,0.0,1
5,1,got echo spot prime day love think still littl expens chanc save  convinc buy basic use radio alarm clock old radio station would sometim come clear also like sleep sound skill hear weather im still explor skillsjust discov star trek sound alexa beam fun,0.281,0.043,0.676,254
5,1,love replac old alarm clock bedroom  love dim night respons command,0.447,0.128,0.426,67
5,1,love spot even expect great size bedroom,0.624,0.0,0.376,40
5,1,far good got tri figur thing product well made easi set,0.357,0.0,0.643,55
1,0,coupl day alexa answer disconnect see better reconnect,0.293,0.0,0.707,54
5,1,perfect may favorit alexa devic far special ring camera amazon cam job realli well  chang echo main live room seem reactiv good job amazon,0.451,0.0,0.549,138
5,1,great use music most,0.577,0.0,0.423,20
3,1,won't receiv call it realli hard call someon anoth echo,0.0,0.135,0.865,55
5,1,first step smart home soon ad one item groceri list start love wife soso til open rain sound she convert 😉 love dot,0.346,0.0,0.654,115
5,1,like littl spot  guest room alexa enabl,0.294,0.0,0.706,39
5,1,love echo spot three hous like drop spot wish clock face custom option face general,0.418,0.093,0.489,83
5,1,it smart sweet design,0.74,0.0,0.26,21
4,1,far ok,0.688,0.0,0.312,6
5,1,love bedsid clockalarmradio  face dimat night it bright sleep,0.504,0.0,0.496,61
5,1,love product use bedroom clock perfect size lot option thing would like see add abil fall asleep mu set timer go like tv hcfe sleep mode,0.37,0.0,0.63,136
5,1,love glad purchas,0.878,0.0,0.122,17
5,1,want see secur video camera without use phone work great extrem easi set,0.329,0.0,0.671,72
5,1,echo spot great,0.672,0.0,0.328,15
5,1,bot  prime day one use clockradio bedroom one famili room control light watch front door doorbel ring  music sound good good echo way better dot  could buy  amazon devic would spot,0.278,0.0,0.722,180
5,1,bought two one offic one bedsid tabl fantast screen big enough use drop featur communic mom can't wait prime day get one mom bedsid tabl,0.0,0.08,0.92,136
5,1,fantast product absolut love,0.583,0.0,0.417,28
5,1,love,1.0,0.0,0.0,4
3,1,like product bought prime day week  cheaper prime day still realli cool devic wish would wait,0.366,0.0,0.634,93
5,1,still learn ise disappoint i'm give everyon christma “check in” unnannounc like mejust show advanc warn,0.128,0.209,0.663,103
4,1,help daili activ,0.574,0.0,0.426,16
5,1,exact advertis,0.0,0.0,1.0,14
5,1,nice,1.0,0.0,0.0,4
5,1,expect use timer alarm shop list calendar event news weather much,0.0,0.194,0.806,65
5,1,great,1.0,0.0,0.0,5
4,1,realli like work well trivia game shop funsometim misunderstand say speaker decent video chat good need well lit room end see lol,0.401,0.081,0.518,129
5,1,fun work still learn everyth,0.452,0.0,0.548,28
5,1,awesom love show lyric song,0.512,0.0,0.488,27
5,1,love alarm featurejust tell time,0.438,0.25,0.312,32
3,1,think dot listen better spot,0.42,0.0,0.58,28
4,1,dot upgrad like complaint short instruct,0.287,0.253,0.46,40
4,1,big step dot drop one star due consist delay bring ring pro video though look great feed display,0.174,0.187,0.638,96
5,1,easi set use bought two one hous one  year old grandfath set gave  minut lesson call least day it great abl see visit,0.157,0.0,0.843,117
2,0,want use clock bedroom  font small see distanc  appar cant chang,0.115,0.0,0.885,64
5,1,great size bedsid plus dim night,0.451,0.0,0.549,32
4,1,love work great issu “drop in” facetim like featur sometim lag could possibl issu wifi locat hous,0.412,0.092,0.496,97
5,1,love medit music use morn alarm mention general love,0.5,0.143,0.357,52
5,1,dont know like like allinon alarm clock  alexa devic know  look get alarm clock one get yes much  show time show weather touch screen show music lyric thing typic alexa devic  quit loud size well sound way better echo dot  also video call pretti awesom  view angl great even sit fair high still see display well enough,0.224,0.125,0.651,318
5,1,quick easi set,0.0,0.0,1.0,14
3,1,hope better clock face make alarm clock replac   display bright dim much night accomplish taskth display work well camera viewingit attract devic decent valu ,0.454,0.068,0.479,158
5,1,great devic,0.804,0.0,0.196,11
4,1,i'm fan echo devic think it great altern clean clock like use adjust lightn room listen sound help sleep two year old sleep much better also use tell two year old stori issu volum alexa speak tell turn light loud volum set want listen music night,0.322,0.0,0.678,246
5,1, echo devic consid addict littl number awesom like display sound great depend function echo devic one featur realli like slowli dim turn bedroom light night light bit love echo devic run place put,0.343,0.0,0.657,196
5,1,enjoy littl thing lot  almost anyth  like joke tell  i'm still learn differ function,0.401,0.0,0.599,84
2,0,meh,0.0,1.0,0.0,3
5,1,best look echo devic easi use,0.457,0.0,0.543,29
5,1,help product glitch eg inabl occasion access flash brief station understand answer certain question amazon like fix improv,0.391,0.0,0.609,122
5,1,like conveni,0.714,0.0,0.286,12
4,1,love size echo spot fit nightstand capabl echo show like go sleep lighten storm imag along sound relax call messag featur great it small enough take travel love alexa product whole famili use,0.43,0.0,0.57,191
5,1,amazon alexa nice wake morn alarm great prime lot play song want play even make playlist favorit song love alexa game play ad watch video movi trailer screen,0.499,0.056,0.445,157
5,1,love spot,0.808,0.0,0.192,9
5,1,easi use easi set,0.0,0.0,1.0,17
5,1,love echo spot daughter son law got birthday alexa wake morn play music ask,0.355,0.0,0.645,75
1,0,product current two relat softwar flaw make complet   homescreen call    ad alexa servic tri turn homescreen card  default homescreen card  automat incred annoy set opt card   instead   critic set work unit set   card still continu cycl time reboot devic reset etc etcuntil two obvious softwar issu fix opinion product useless,0.0,0.142,0.858,326
5,1,great deal prime day,0.577,0.0,0.423,20
5,1,problem,0.0,1.0,0.0,7
5,1,excelent su funcionamiento llama la atención la rapidez de respuesta el control que se logra travé de la utilización con alexa sorprendió gratament muy recomend,0.0,0.0,1.0,160
5,1,love love ,1.0,0.0,0.0,10
5,1,purchas prime day absolut love  echo dot nightstand realli miss display perfect speaker excel,0.484,0.071,0.444,93
4,1,yes met expect  snooz alarm need work  tap snooz swipe prompt dismiss  without glass cant read often snooz  one day must dismiss tomorrow alarm never went  set monthu  fri dont need get earli  appar indic alarm set would nice  old alarm red light,0.106,0.184,0.71,246
5,1,great product like screen alarm clock,0.55,0.2,0.25,37
5,1,fun easi conveni devic around hous need pick phone look someth word world fingertip speaker put great sound screen crisp price right devic like,0.32,0.0,0.68,143
4,1,great replac bedsid alarm clock funni habit go  everi time clean ladi came most use turn ceil fan light leav fan run gripe would mic sensit doesnt appear good view  get littl frustrat repeat,0.258,0.109,0.633,190
5,1,product made life much simpler littl one use lot music hand full turn onoff updown breez screen great novelti watch news,0.278,0.0,0.722,120
4,1,work well easi set,0.412,0.0,0.588,18
5,1,love spot act new alarm,0.438,0.25,0.312,23
5,1,one favorit amazon devic  one bedroom use alarm clock perfect addit home alexa devic,0.287,0.128,0.585,84
5,1,wasnt sure bring   home im hook love sleek look echo spot nightstand easi set use also love scroll news local weather give suggest ask alexa use alarm clock speaker syncd etekc voltson wifi smart plug control light apart,0.229,0.09,0.681,220
5,1,love,1.0,0.0,0.0,4
1,0,need harvard law degre oper thing go back soon,0.0,0.0,1.0,46
5,1,love get use alexa get use voic  sometim doesnt answer think internet low updat voic isnt strong havent annoy stuff everyon complain thank good didnt listen review  paid attent appl guy ,0.224,0.218,0.559,186
2,0,product turn random sometim night,0.0,0.0,1.0,33
5,1,use alarm clock  lov,0.0,0.444,0.556,20
3,1,much smaller expect cost,0.0,0.0,1.0,24
5,1,i'm amaz,0.0,0.0,1.0,8
5,1,alexa wake everyday work whatev station iheart radio spotifi want plus get smart home devic she'll even use she realli help answer random question small screen suck video small round it nice someth show time pictur,0.219,0.067,0.714,214
5,1,fun farstil learn work,0.524,0.0,0.476,22
5,1,purchas prime day most present found echo plus kitchen counter overwhelm cook cut clean etc especi counter aren't wide begin go back forth show decid felt featur compact honest say regret probabl wouldn't watch movi i'd die see it great way listen music watch quick youtub video etc even attempt watch “jaws” wasn't comfort thing eye wasn't bad one would think would definit recommend,0.188,0.154,0.658,384
5,1,love echo spot use nightstand alarm clock play iheartradio radio get dress,0.367,0.133,0.5,74
5,1,easi set  use thought,0.0,0.0,1.0,21
